A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,advPG,advCG,teamPos,advPos,home,realScore
0.00,0.18,0.00,0.00,0.00,2.60,0.05,0.11,1.06,0.00,0.53,0.00,0.00,0.20,1.92,0.00,0.86,0.70,7.50,11.66,8.51,6.27,5.70,3.46,3,13,0,3.3
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.06,0.00,0.00,0.00,0.00,12,13,1,-0.4
0.00,0.00,0.00,0.00,0.00,1.60,0.80,0.00,0.80,0.00,0.00,0.00,0.00,0.00,6.40,0.80,1.00,0.80,1.38,7.06,2.00,1.00,1.00,1.80,3,17,1,4.9
0.00,1.00,0.00,0.00,0.00,1.28,0.64,0.00,1.64,0.00,0.00,0.00,0.00,0.00,6.12,0.64,1.80,1.64,6.00,7.29,2.60,0.80,3.60,3.44,2,12,0,3.8
0.00,1.85,0.00,0.00,0.00,1.96,0.26,0.00,2.91,0.00,0.00,0.00,0.00,0.00,6.47,0.26,2.18,1.82,7.00,7.66,5.22,2.13,6.94,8.91,1,18,1,4.8
0.00,2.48,0.00,0.00,0.00,3.57,0.21,0.00,2.33,0.00,0.00,0.00,0.00,0.00,7.18,0.21,3.74,2.46,10.40,7.55,6.17,1.70,2.90,3.64,2,12,0,3.2
0.00,1.02,0.00,0.00,0.00,1.46,0.09,0.00,1.98,0.00,0.00,0.00,0.00,0.00,4.99,0.09,2.56,1.01,5.90,9.03,5.79,6.27,7.96,7.28,5,3,1,11.1
0.00,0.81,0.00,0.00,0.00,1.17,0.07,3.00,2.58,0.00,0.00,0.00,0.00,0.00,3.99,0.07,7.05,0.81,15.82,7.08,4.63,6.02,3.39,8.80,9,18,0,-1.2
0.00,0.65,0.00,0.00,0.00,3.94,0.05,2.40,2.07,0.00,0.00,0.00,0.00,1.00,6.19,0.05,6.64,0.64,11.45,8.11,3.71,5.81,10.34,4.49,11,1,1,4.0
0.00,2.26,0.00,0.00,0.00,3.75,0.43,1.20,1.19,0.00,0.00,0.00,0.00,0.33,6.89,0.02,10.14,0.21,11.46,7.7,5.84,9.18,6.19,9.45,15,10,0,0.9
0.00,2.45,0.00,0.00,0.00,5.40,3.07,1.77,1.56,0.00,0.00,0.00,0.00,0.21,10.01,0.01,7.49,0.14,7.75,7.42,4.74,7.67,6.07,6.98,17,13,0,-0.6
0.00,1.00,0.00,0.00,0.00,4.21,1.26,1.72,2.15,0.00,0.00,0.00,0.00,0.60,5.12,0.00,4.07,0.06,4.77,7.48,4.53,6.90,4.47,7.81,18,20,0,1.0
0.00,0.80,0.00,0.00,0.00,4.37,1.01,3.38,3.72,0.00,0.00,0.00,0.00,0.48,7.10,0.00,3.25,0.04,4.82,7.26,3.63,6.52,7.02,6.25,18,3,0,-0.4
0.00,0.64,0.00,0.00,0.00,6.50,0.81,2.70,3.98,0.00,0.00,0.00,0.00,1.38,7.68,0.00,3.60,0.04,3.45,8.73,3.90,8.21,6.68,7.47,18,17,1,8.1
0.00,1.21,0.00,0.00,0.00,5.76,0.52,2.53,4.95,0.00,0.00,0.00,0.00,0.88,8.12,0.00,4.71,0.82,8.69,7.0,4.30,5.26,5.51,2.11,17,5,0,-1.6
0.00,1.97,0.00,0.00,0.00,4.61,0.41,2.02,5.96,0.00,0.00,0.00,0.00,0.71,8.49,0.00,3.77,0.66,5.35,6.98,3.44,5.21,8.82,3.03,16,2,1,-1.6
0.00,2.57,0.00,0.00,0.00,6.68,0.33,1.62,5.76,0.00,0.00,0.00,0.00,0.57,7.79,0.00,4.01,0.53,2.68,8.04,4.75,5.16,3.69,4.02,15,8,0,4.2
0.00,1.32,0.00,0.00,0.00,6.86,0.97,1.63,4.55,0.00,0.00,0.00,0.00,0.29,4.63,0.00,3.85,0.91,7.88,7.34,3.23,4.44,5.11,6.93,17,12,1,-0.7
0.00,0.84,0.00,0.00,0.00,6.99,0.62,1.04,7.51,0.00,0.00,0.00,0.00,0.19,13.36,0.00,3.27,0.58,4.28,8.11,2.87,4.64,7.08,4.68,17,13,1,4.2
0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.80,4.48,3.68,6.29,3.95,0.51,13,1,1,0.8
0.00,0.00,0.00,0.00,0.00,3.72,0.00,3.24,0.80,0.00,0.00,0.00,0.00,0.00,3.60,0.00,1.00,0.00,1.43,4.21,5.96,9.02,7.44,8.13,12,4,0,0.1
0.00,0.00,0.00,0.00,0.00,5.98,0.00,2.59,1.64,0.00,0.00,0.00,0.00,0.00,4.88,0.00,1.80,0.00,1.24,4.98,5.76,9.22,2.31,5.91,6,20,1,3.9
0.00,1.00,0.00,0.00,0.00,5.78,0.00,3.07,3.31,0.00,0.00,0.00,0.00,0.00,4.90,0.00,1.44,1.00,4.89,4.62,5.61,7.38,5.73,3.81,11,4,0,1.2
0.00,0.80,0.00,0.00,0.00,5.62,1.00,2.46,3.65,0.00,0.00,0.00,0.00,0.00,8.92,0.00,2.15,0.80,5.12,5.49,5.49,8.90,3.32,6.01,6,20,1,5.1
0.00,0.64,0.00,0.00,0.00,6.50,0.80,1.97,2.92,0.00,0.00,0.00,0.00,0.00,9.14,0.00,2.72,1.64,9.19,5.33,5.39,7.12,2.16,4.72,6,9,0,3.1
0.64,1.77,0.00,0.00,0.00,7.81,0.41,1.01,1.49,0.00,0.00,0.00,0.00,0.00,9.96,0.00,3.63,0.84,5.01,5.19,8.04,6.73,5.93,3.33,9,3,1,3.1
0.51,1.41,0.00,0.00,0.00,8.25,0.33,0.81,1.20,0.00,0.00,0.00,0.00,0.00,10.97,0.00,2.91,1.67,7.11,4.07,6.43,5.38,4.46,8.47,10,17,0,-2.6
0.41,2.13,0.00,0.00,0.00,9.60,0.26,0.64,1.96,0.00,0.00,0.00,0.00,2.00,9.77,0.00,3.33,1.34,3.09,4.38,5.15,5.30,4.96,5.82,8,13,0,-0.3
0.04,0.18,0.00,0.00,0.00,0.82,0.02,0.06,0.17,0.00,0.00,0.00,0.00,0.17,0.95,0.00,0.29,0.11,0.23,3.91,3.64,4.89,3.36,5.33,9,18,0,-1.0
0.01,0.07,0.00,0.00,0.00,2.39,0.01,0.02,1.38,0.00,0.00,0.00,0.00,0.07,3.24,0.00,1.43,0.85,5.10,5.59,4.96,3.51,6.33,5.32,8,7,0,8.6
0.01,0.05,0.00,0.00,0.00,2.53,0.01,0.01,1.68,0.00,0.00,0.00,0.00,0.05,3.87,0.00,3.51,1.34,11.05,4.5,4.17,3.25,7.31,4.87,8,3,0,1.2
1.01,1.04,0.00,0.00,0.00,5.02,0.00,0.01,1.35,0.00,0.00,0.00,0.00,0.04,4.10,0.00,2.81,1.07,10.04,4.02,5.34,3.60,7.73,5.89,8,11,1,-1.3
0.81,0.83,0.00,0.00,0.00,6.02,0.00,0.01,1.08,0.00,0.00,0.00,0.00,0.03,4.28,0.00,2.25,0.86,6.73,4.85,5.27,3.88,8.47,8.20,8,11,1,3.6
0.41,0.43,0.00,0.00,0.00,5.36,0.00,0.00,2.15,0.64,1.00,0.00,0.00,0.01,6.47,0.00,3.39,1.44,20.87,4.33,5.14,5.03,4.90,8.46,7,19,1,-1.2
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.24,0.00,0.00,0.00,0.00,20,2,0,-3.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.6,5.52,5.08,0.00,1.80,5,18,1,0.2
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.80,0.00,0.16,7.9,6.13,5.05,1.64,2.79,7,13,0,-3.3
0.00,1.44,0.00,0.00,0.00,6.16,0.00,0.00,5.08,0.00,0.00,0.00,0.00,0.00,6.49,0.00,4.01,0.00,1.45,9.32,5.78,8.11,1.85,5.73,6,20,0,6.2
0.00,1.15,0.00,0.00,0.00,4.93,0.00,0.00,7.06,0.00,0.00,0.00,0.00,0.00,6.19,0.00,3.21,1.00,7.36,8.29,7.62,6.48,3.59,4.63,8,16,0,-0.1
0.00,0.92,0.00,0.00,0.00,3.94,0.00,0.00,6.65,0.00,0.00,0.00,0.00,0.00,6.95,0.00,2.57,0.80,5.79,8.11,7.10,6.19,4.87,10.12,7,15,1,-0.2
0.00,0.74,0.00,0.00,0.00,6.15,1.00,1.00,6.32,0.00,0.00,0.00,0.00,0.00,8.56,0.00,2.05,0.64,4.43,8.27,8.68,7.95,2.69,5.75,8,16,0,1.1
0.00,0.59,0.00,0.00,0.00,5.92,0.80,0.80,6.06,0.00,0.00,0.00,0.00,0.00,8.85,0.00,2.64,0.51,4.64,8.31,7.94,7.36,4.88,5.15,11,9,1,1.6
0.00,0.94,0.00,0.00,0.00,5.67,0.41,0.41,5.38,0.00,0.00,0.00,0.00,0.00,6.17,0.00,2.63,0.26,2.60,8.67,6.67,6.21,6.87,2.13,12,1,1,5.0
0.00,0.48,0.00,0.00,0.00,3.90,0.21,0.21,5.40,1.00,0.00,0.00,0.00,0.00,6.44,0.00,5.27,0.13,11.33,7.83,5.41,5.82,4.22,7.67,9,20,1,-0.5
0.00,0.39,0.00,0.00,0.00,4.12,0.17,0.17,4.32,0.80,0.00,0.00,0.00,0.00,5.15,0.00,4.21,0.11,8.57,9.44,7.33,5.65,6.54,3.11,10,3,0,8.4
0.00,0.31,0.00,0.00,0.00,3.30,0.13,0.13,3.45,0.64,0.00,0.00,0.00,0.00,4.12,0.00,5.37,1.09,15.25,8.33,5.86,4.52,5.06,5.61,8,13,1,1.9
0.00,0.25,0.00,0.00,0.00,2.64,0.11,0.11,3.76,0.51,0.00,0.00,0.00,0.00,4.30,0.00,5.30,0.87,14.10,8.97,6.69,4.62,2.80,7.46,9,12,1,4.8
0.00,0.20,0.00,0.00,0.00,2.11,0.09,0.09,3.01,0.41,0.00,0.00,0.00,0.00,4.44,0.00,7.24,0.69,16.08,9.14,5.35,4.70,5.55,4.12,10,17,0,5.1
0.00,0.02,0.00,0.00,0.00,0.23,0.01,0.01,0.32,0.04,0.00,0.00,0.00,0.00,0.48,0.00,2.18,0.07,4.11,8.57,6.08,5.67,9.83,6.20,12,15,1,3.1
0.00,0.02,0.00,0.00,0.00,0.18,0.01,0.01,0.26,0.04,0.00,0.00,0.00,0.00,1.38,0.00,3.74,0.06,6.39,8.17,6.87,6.53,4.96,6.40,14,5,0,1.1
0.00,0.81,0.00,0.00,0.00,0.89,1.00,0.00,0.93,0.02,0.80,0.00,0.00,0.00,3.99,0.00,6.16,1.03,20.30,8.65,6.96,7.67,4.90,9.91,14,17,1,2.0
0.00,0.65,0.00,0.00,0.00,1.71,0.80,0.00,1.75,0.01,0.64,0.00,0.00,1.00,6.19,0.00,6.93,0.82,18.24,9.67,6.56,8.13,6.12,5.71,14,20,0,8.1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.96,7.59,9.41,7.89,5.66,17,3,1,0.5
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.50,4.61,10.07,9.53,5.31,9.34,14,19,0,-0.5
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,1.80,0.00,-0.10,5.41,10.06,8.62,6.04,2.30,12,7,1,3.5
0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.89,0.00,0.92,0.64,2.19,5.39,8.23,6.21,6.24,3.63,11,6,1,3.6
0.00,1.00,0.00,0.00,0.00,3.82,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.51,0.00,1.74,1.51,5.35,5.96,7.58,4.97,7.26,6.34,13,11,0,5.3
0.00,0.80,0.00,0.00,0.00,3.06,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,7.01,0.00,4.39,1.21,9.58,6.22,6.07,6.98,4.74,7.67,13,17,1,5.5
0.41,0.26,0.00,0.00,0.00,1.41,0.00,0.00,1.26,0.00,0.00,0.00,0.00,0.00,3.93,0.00,1.85,0.40,5.39,6.2,5.60,7.95,8.21,5.56,13,4,1,4.7
0.33,0.21,0.00,0.00,0.00,1.13,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.00,4.15,0.00,1.48,1.32,9.01,5.79,5.48,6.36,6.36,4.32,15,5,0,2.1
0.26,0.17,0.00,0.00,0.00,0.90,1.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,5.32,0.00,2.18,1.05,9.31,6.31,5.38,8.09,3.15,4.52,16,14,1,4.5
0.21,0.13,0.00,0.00,0.00,0.72,0.80,0.00,4.65,0.00,0.00,0.00,0.00,0.00,7.25,0.00,3.75,0.84,11.95,5.54,5.31,7.47,5.84,10.61,16,11,0,0.5
0.17,0.11,0.00,0.00,0.00,1.58,0.64,0.00,4.72,0.00,0.00,0.00,0.00,0.00,9.80,0.00,4.00,0.67,10.06,6.76,4.24,8.98,5.65,6.07,14,17,1,6.8
0.13,0.09,0.00,0.00,0.00,1.26,0.51,2.00,5.77,0.00,0.00,0.00,0.00,0.00,9.84,0.00,3.20,1.54,14.85,6.27,4.40,7.18,7.95,3.47,16,1,0,2.9
0.09,0.05,0.00,0.00,0.00,0.81,0.33,1.28,6.09,0.00,0.00,0.00,0.00,0.00,7.10,0.00,2.85,0.99,11.82,6.94,4.61,6.20,2.36,2.58,14,8,0,6.7
0.05,0.04,0.00,0.00,0.00,0.52,1.21,0.82,3.90,0.00,0.00,0.00,0.00,0.00,4.54,0.00,3.62,1.43,15.63,6.01,5.35,4.97,5.84,5.36,15,5,0,0.7
0.04,0.03,0.00,0.00,0.00,0.41,0.97,1.66,3.12,0.00,0.00,0.00,0.00,0.00,3.63,0.00,2.90,1.14,13.20,7.36,4.28,5.97,1.55,7.48,16,20,0,7.4
0.04,0.02,0.00,0.00,0.00,1.33,0.77,1.32,3.50,0.00,1.00,0.00,0.00,0.00,4.91,0.00,2.32,0.92,17.96,7.65,5.43,6.78,2.62,6.96,12,16,1,8.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.08,4.80,6.36,0.00,3.60,15,14,0,-0.1
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,-0.10,6.39,3.84,6.09,3.23,1.31,11,14,1,2.5
0.00,1.00,0.00,0.00,0.00,1.80,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,1.00,2.42,6.25,5.07,4.87,4.94,10.03,14,11,0,1.7
0.00,0.80,0.00,0.00,0.00,2.44,0.00,0.00,5.28,0.00,0.00,0.00,0.00,0.00,6.28,0.00,1.00,0.80,3.64,7.09,5.06,5.90,5.44,3.97,14,7,1,5.4
0.00,0.64,0.00,0.00,0.00,2.95,1.00,0.00,5.22,0.00,0.00,0.00,0.00,0.00,7.02,0.00,0.80,1.64,8.31,6.42,4.05,4.72,4.11,5.04,17,16,1,1.0
0.00,1.13,0.00,0.00,0.00,3.95,1.95,0.00,4.27,0.00,0.00,0.00,0.00,1.00,10.76,0.00,1.05,1.84,7.11,7.42,5.31,5.94,6.76,3.76,12,14,1,6.3
0.00,0.90,0.00,0.00,0.00,5.16,1.56,0.00,6.42,0.00,0.00,0.00,0.00,0.80,11.61,0.00,1.84,2.47,11.99,8.4,5.25,4.75,3.72,5.78,6,12,0,9.4
1.00,0.72,0.00,0.00,0.00,6.13,1.25,0.00,7.14,0.00,0.00,0.00,0.00,0.64,11.28,0.00,1.47,2.98,18.99,8.28,7.20,3.80,6.52,9.88,5,16,1,6.6
0.41,0.81,0.00,0.00,0.00,5.62,1.51,2.00,9.15,0.00,0.00,0.00,0.00,0.26,10.53,0.00,4.23,2.53,21.66,9.26,8.32,4.84,5.07,5.93,6,15,0,9.4
0.33,1.65,0.00,0.00,0.00,5.50,1.21,1.60,8.32,0.00,1.00,0.00,0.00,0.21,8.43,0.00,5.38,2.03,26.73,8.28,9.66,4.87,4.27,4.77,6,12,1,1.8
0.21,1.05,0.00,0.00,0.00,4.32,0.77,1.02,7.72,0.00,0.64,0.00,0.00,0.13,7.79,0.00,4.24,1.30,18.55,9.53,8.78,7.72,4.36,5.34,5,14,1,9.2
0.17,0.84,0.00,0.00,0.00,4.45,0.62,0.82,7.18,0.00,0.51,0.00,0.00,0.11,9.23,0.00,6.40,2.04,24.04,8.98,7.03,6.17,6.13,5.03,9,6,0,5.6
0.11,0.54,0.00,0.00,0.00,3.65,0.40,0.52,5.39,0.00,0.33,0.00,0.00,0.07,9.11,0.00,7.29,1.30,19.86,8.9,4.50,10.55,3.44,4.63,12,14,1,4.0
0.05,0.28,0.00,0.00,0.00,4.11,0.20,1.55,6.92,0.00,0.17,0.00,0.00,1.68,11.10,0.00,5.81,0.67,12.81,8.76,3.30,8.64,8.06,8.50,17,14,0,3.1
0.04,0.22,0.00,0.00,0.00,3.29,1.16,1.24,7.54,0.00,0.13,0.00,0.00,1.34,10.88,0.00,5.65,0.53,13.35,7.97,2.64,7.91,9.34,6.79,11,12,0,-1.4
0.04,0.18,0.00,0.00,0.00,3.63,0.93,0.99,6.03,0.00,0.11,0.00,0.00,1.07,11.71,0.00,4.52,0.43,9.28,8.5,4.11,7.33,6.14,4.87,14,9,1,2.4
0.02,0.09,0.00,0.00,0.00,1.86,0.48,0.51,4.37,0.00,0.05,0.00,0.00,0.55,6.63,0.00,2.95,0.22,6.29,7.43,4.55,7.19,4.11,5.94,15,16,1,-2.6
0.01,0.69,0.00,0.00,0.00,1.59,0.24,0.26,2.88,0.00,0.03,0.00,0.00,0.28,4.68,0.00,1.51,0.11,1.55,7.71,6.05,9.04,4.92,7.99,17,20,0,0.2
0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.80,6.88,5.41,5.25,4.75,3.72,5.78,6,12,0,8.0
0.00,0.00,0.00,0.00,0.00,1.31,0.00,0.51,1.60,0.00,0.00,0.00,0.00,0.00,2.40,0.00,2.62,1.31,10.80,4.47,8.76,3.04,4.91,4.12,8,6,0,1.3
0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.41,1.28,0.00,0.00,0.00,0.00,0.00,3.92,0.00,4.10,1.05,9.94,5.48,8.01,4.43,4.84,7.77,5,20,1,6.8
0.00,0.64,0.00,0.00,0.00,3.20,0.00,0.13,0.83,0.00,0.00,0.00,0.00,0.00,2.74,0.00,4.08,0.75,7.52,6.52,8.78,7.72,4.36,5.34,5,14,1,10.6
0.00,0.51,0.00,0.00,0.00,2.56,0.00,0.11,0.66,0.00,0.00,0.00,0.00,0.00,6.19,0.00,7.27,1.60,16.61,5.58,7.03,6.17,6.13,5.03,9,6,0,4.2
0.00,0.33,0.00,0.00,0.00,1.64,0.00,0.07,0.42,0.00,0.00,0.00,0.00,0.00,6.36,0.00,7.05,1.03,13.99,5.39,4.50,10.55,3.44,4.63,12,14,1,2.3
0.00,1.01,0.00,0.00,0.00,1.85,0.00,1.64,0.27,0.00,0.00,0.00,0.00,0.00,4.07,0.00,6.11,0.66,10.79,5.71,2.88,9.55,2.88,4.82,14,9,1,4.1
0.00,0.41,0.00,0.00,0.00,4.20,0.64,1.19,1.11,0.00,0.00,0.00,0.00,0.00,3.91,0.00,5.13,0.27,7.99,5.48,4.29,6.86,5.75,4.30,14,4,1,2.7
0.00,0.33,0.00,0.00,0.00,4.36,1.51,0.95,1.89,0.00,0.00,0.00,0.00,0.00,3.13,0.00,5.10,0.22,9.09,4.57,4.43,6.49,7.66,7.79,15,9,0,-2.6
0.00,1.26,0.00,0.00,0.00,4.49,1.21,0.76,2.51,0.00,0.00,0.00,0.00,0.00,4.50,0.00,4.08,0.17,4.67,5.41,4.55,7.19,4.11,5.94,15,16,1,2.9
0.00,1.61,0.00,0.00,0.00,8.07,1.57,1.29,4.21,0.00,0.00,0.00,0.00,0.00,5.28,0.00,6.01,0.11,6.51,4.73,6.31,8.80,5.86,5.71,17,5,1,-1.4
0.00,1.83,0.00,0.00,0.00,5.97,1.01,0.82,2.69,0.00,0.00,0.00,0.00,0.00,4.98,0.00,4.65,0.07,3.05,5.12,4.84,9.23,9.10,7.16,18,3,0,1.4
0.00,1.74,0.00,0.00,0.00,6.65,0.52,1.22,1.38,0.00,0.00,0.00,0.00,0.00,4.19,0.00,5.62,0.84,7.74,6.38,5.92,8.93,6.74,7.10,15,1,1,8.3
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,6.70,3.59,10.02,6.72,5.26,4.16,10,7,0,1.4
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.98,1.00,0.00,0.00,4.00,5,19,0,-0.4
0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.80,1.17,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.80,1.45,6.57,7.95,6.84,4.13,8.02,8,20,0,7.8
0.00,0.80,0.00,0.00,0.00,1.60,0.00,0.64,0.93,0.00,0.00,0.00,0.00,0.00,3.84,0.00,2.00,1.64,8.96,5.74,7.36,5.47,6.06,6.71,7,18,1,2.1
0.00,1.41,0.00,0.00,0.00,4.29,0.00,0.21,3.10,0.00,0.00,0.00,0.00,0.00,5.36,0.00,1.99,1.54,6.18,6.63,7.57,5.61,4.77,5.51,6,18,1,7.4
0.00,1.13,0.00,0.00,0.00,3.43,0.00,1.17,2.48,0.00,0.00,0.00,0.00,0.00,4.29,0.00,2.59,2.23,12.34,5.66,9.06,4.49,5.79,5.70,5,11,0,1.6
0.00,0.91,0.00,0.00,0.00,2.74,0.00,0.93,1.98,0.00,0.00,0.00,0.00,0.00,9.43,0.00,4.07,1.78,11.48,5.98,9.25,4.59,6.48,8.06,2,11,1,2.4
0.00,0.72,0.00,0.00,0.00,2.20,0.00,0.75,2.59,0.00,0.00,0.00,0.00,0.00,12.54,0.00,5.26,1.43,11.58,5.44,10.40,4.67,7.19,3.94,4,2,0,-0.3
0.00,0.24,0.00,0.00,0.00,0.72,0.00,0.24,0.85,0.00,0.00,0.00,0.00,0.00,4.52,0.00,1.72,0.47,3.67,6.73,8.16,8.20,8.75,9.61,3,13,1,7.5
0.00,0.19,0.00,0.00,0.00,0.58,0.00,0.20,0.68,0.00,0.00,0.00,0.00,0.00,6.62,0.00,3.38,1.37,10.44,5.43,7.53,6.56,5.58,5.95,3,15,0,-0.4
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.72,2.75,3.39,1.00,2.88,15,17,1,4.2
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,3.00,3.00,1.00,2.00,18,7,0,-6.4
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.07,4.56,3.60,3.60,0.64,6,10,1,6.7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.70,10.19,4.65,2.88,0.51,7.77,8,18,0,1.6
0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.80,3.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.80,6.96,9.4,3.72,5.30,6.80,6.41,5,4,1,-0.9
0.00,0.80,0.00,0.00,0.00,0.80,0.00,0.64,2.88,0.00,0.00,0.00,0.00,0.00,3.80,0.00,1.60,0.64,4.67,10.87,5.97,6.24,3.07,3.44,9,11,0,7.0
0.00,0.64,0.00,0.00,0.00,0.64,0.00,0.51,4.30,1.00,0.00,0.00,0.00,0.00,6.04,0.00,3.28,0.51,10.73,10.99,4.78,6.99,4.09,2.22,9,4,0,5.7
0.00,1.51,0.00,0.00,0.00,1.51,0.00,0.41,5.44,0.80,0.00,0.00,0.00,0.00,8.83,0.00,4.62,1.41,14.29,11.51,3.82,5.60,5.08,5.39,7,12,1,6.8
0.00,1.21,0.00,0.00,0.00,3.21,0.00,1.33,6.35,0.64,0.00,0.00,0.00,0.00,9.07,0.00,4.70,2.13,18.23,11.45,4.06,4.48,6.41,3.90,11,4,1,4.8
0.00,0.62,0.00,0.00,0.00,1.64,1.00,1.48,8.61,0.33,0.00,0.00,0.00,0.00,8.32,0.00,6.49,1.89,23.41,12.1,2.72,5.57,3.16,5.60,14,13,1,4.8
0.00,0.50,0.00,0.00,0.00,1.31,0.80,1.18,6.89,0.26,0.00,0.00,0.00,0.00,7.66,0.00,8.19,1.51,23.52,11.84,2.17,7.46,5.44,4.67,16,2,0,2.8
0.00,0.40,0.00,0.00,0.00,1.05,0.64,0.95,5.51,0.21,0.00,0.00,0.00,0.00,8.13,0.00,8.55,1.21,21.62,11.88,2.74,8.97,6.11,7.68,14,13,1,4.1
0.00,0.32,0.00,0.00,0.00,0.84,0.51,0.76,4.41,0.17,0.00,0.00,0.00,0.00,9.50,0.00,6.84,1.97,21.40,12.22,6.19,7.17,4.33,5.03,10,16,0,4.9
0.00,0.20,0.00,0.00,0.00,0.54,0.33,0.48,3.62,0.11,0.00,0.00,0.00,0.00,7.68,0.00,4.38,2.06,17.61,12.02,5.56,4.59,4.58,9.38,13,19,0,3.5
0.00,0.16,0.00,0.00,0.00,0.43,0.26,0.39,4.90,0.09,0.00,0.00,0.00,0.00,9.14,0.00,5.50,1.65,17.59,12.43,5.45,6.67,3.91,7.16,14,12,1,6.4
0.00,0.08,0.00,0.00,0.00,0.86,0.13,0.20,4.51,0.04,0.00,0.00,0.00,0.00,9.88,0.00,8.10,1.48,20.30,11.74,4.79,4.42,5.05,6.49,13,10,1,1.4
0.00,0.07,0.00,0.00,0.00,3.69,1.11,0.16,4.61,0.04,0.00,0.00,0.00,0.00,8.91,0.00,7.48,1.19,17.64,11.94,4.83,5.53,8.17,10.59,13,19,0,2.6
0.00,0.05,0.00,0.00,0.00,3.95,0.89,0.13,3.68,0.03,0.00,0.00,0.00,0.00,8.12,0.00,7.98,0.95,16.71,11.57,5.87,6.43,4.11,6.02,15,20,1,0.7
0.00,0.04,0.00,0.00,0.00,6.16,0.71,0.10,3.95,0.02,0.00,0.00,0.00,0.00,6.50,0.00,7.39,0.76,14.07,11.6,5.69,8.14,4.29,5.22,18,10,0,1.4
0.00,1.03,0.00,0.00,0.00,4.93,0.57,0.08,3.16,0.02,0.00,0.00,0.00,0.00,5.20,0.00,7.91,0.61,12.66,12.81,4.55,7.51,6.04,4.88,15,7,1,7.4
0.00,0.83,0.00,0.00,0.00,3.94,0.45,0.07,4.53,0.01,0.00,0.00,0.00,0.00,5.16,0.00,7.33,1.49,17.53,11.81,4.64,6.01,4.61,2.34,15,2,1,1.2
