A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,realScore
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,18.46,31.72,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,20.23,35.86,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,28.28,43.98,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,32.14,45.99,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,34.07,48.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,37.02,52.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,38.51,57.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.05,0.00,2.00,6.3
0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.50,0.50,3.52,5.83,0.50,1.50,-0.5
0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.25,0.25,7.59,6.11,1.25,1.75,1.7
0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.38,0.00,1.12,0.12,9.91,6.15,1.62,3.88,1.8
0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.50,0.88,0.00,0.00,0.00,0.00,0.00,1.09,0.00,0.78,0.03,5.55,6.58,0.41,4.47,3.9
0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.07,0.05,0.38,6.2,1.53,0.78,0.0
0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,1.60,7.01,0.19,3.10,5.0
0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.00,7.81,5.65,1.10,1.55,-2.5
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,1.67,5.54,1.7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,27.83,57.67,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.0,26.92,59.84,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,2.0,26.23,64.46,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,2.0,27.11,67.23,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,2.0,27.56,69.61,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,2.0,31.39,79.90,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.99,2.0,35.35,89.98,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,40.67,94.99,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,44.34,97.49,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,46.17,98.75,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,47.08,99.37,0.0
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,5.08,6.28,30.36,58.13,5.2
0.00,1.50,0.00,0.00,0.00,6.62,0.00,0.00,17.62,0.00,0.00,0.00,0.00,0.00,7.00,0.00,10.50,0.00,9.95,5.16,35.54,67.27,0.0
0.00,1.75,0.00,0.00,0.00,7.31,0.00,0.00,18.81,0.00,0.00,0.00,0.00,0.00,7.50,0.00,11.25,0.00,10.13,5.16,37.77,70.63,0.0
0.00,1.88,0.00,0.00,0.00,7.66,0.00,0.00,19.41,0.00,0.00,0.00,0.00,0.00,7.75,0.00,11.62,0.00,10.23,5.16,39.89,75.32,0.0
0.00,1.98,0.00,0.00,0.00,7.96,0.00,0.00,19.93,0.00,0.00,0.00,0.00,0.00,7.97,0.00,11.95,0.00,10.31,5.16,43.49,83.91,0.0
0.00,1.99,0.00,0.00,0.00,7.98,0.00,0.00,19.96,0.00,0.00,0.00,0.00,0.00,7.98,0.00,11.98,0.00,10.31,5.16,44.74,85.96,0.0
0.00,2.00,0.00,0.00,0.00,7.99,0.00,0.00,19.99,0.00,0.00,0.00,0.00,0.00,8.00,0.00,11.99,0.00,10.32,5.16,46.69,88.99,0.0
0.00,2.00,0.00,0.00,0.00,8.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,12.00,0.00,10.32,5.16,47.34,90.49,0.0
0.00,2.00,0.00,0.00,0.00,8.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,12.00,0.00,9.07,4.33,50.92,96.81,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,0.00,0.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,4.0,3.00,1.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.0,4.50,2.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.75,4.0,8.12,9.62,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.88,4.0,11.06,12.81,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.94,4.0,13.53,16.41,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.01,4.0,27.71,57.11,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,4.0,28.86,60.56,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.0,29.43,63.28,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,4.16,29.71,64.64,5.6
1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,7.91,3.59,30.86,66.32,1.7
1.50,0.00,0.00,0.00,0.00,1.00,0.00,1.50,5.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,1.00,0.00,7.55,4.03,31.43,68.16,4.1
1.75,0.00,0.00,0.00,0.00,3.50,2.00,1.75,7.50,0.00,0.00,0.00,0.00,1.00,9.50,0.00,3.50,0.00,7.80,3.3,31.71,71.08,-0.3
1.88,0.00,0.00,0.00,0.00,5.75,3.00,2.88,8.75,0.00,0.00,0.00,0.00,1.50,12.75,0.00,4.75,0.00,7.20,3.72,32.86,73.54,2.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.39,2.17,2.53,5.1
0.00,0.50,0.00,0.00,0.00,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.88,0.50,2.72,4.12,1.14,1.41,1.6
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,32.96,79.01,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.58,33.48,79.51,4.2
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,1.00,6.58,4.34,34.74,79.75,1.4
0.00,0.00,0.00,0.00,0.00,9.50,0.00,0.00,2.75,1.50,1.00,0.00,0.00,0.00,25.00,0.00,6.25,1.75,10.63,4.74,38.68,86.94,-2.4
0.00,1.00,0.00,0.00,0.00,12.75,0.00,0.00,5.38,1.75,1.50,0.00,0.00,0.00,32.50,0.00,8.12,1.88,10.06,5.57,40.34,91.47,3.1
0.00,2.50,0.00,0.00,0.00,17.38,0.00,0.00,6.69,1.88,1.75,0.00,0.00,0.00,39.25,0.00,14.06,1.94,10.60,6.7,41.17,94.73,7.4
1.00,3.62,0.00,0.00,0.00,30.84,0.00,1.00,9.17,1.97,1.94,0.00,0.00,0.00,51.31,0.00,25.02,3.48,12.87,6.32,45.29,99.18,1.6
1.50,3.81,0.00,0.00,0.00,35.42,0.00,1.50,9.59,1.98,1.97,0.00,0.00,0.00,57.66,0.00,29.51,3.74,12.75,6.32,46.65,101.59,0.0
1.94,3.98,0.00,0.00,0.00,40.93,0.00,1.94,9.95,2.00,2.00,0.00,0.00,0.00,63.21,0.00,33.44,3.97,11.90,6.17,52.58,108.45,2.4
1.97,3.99,0.00,0.00,0.00,42.46,0.00,2.97,9.97,2.00,2.00,0.00,0.00,0.00,66.60,0.00,35.72,3.98,12.12,6.17,54.29,111.22,0.0
1.98,3.99,0.00,0.00,0.00,43.23,0.00,3.48,9.99,2.00,2.00,0.00,0.00,0.00,68.30,0.00,36.86,3.99,12.23,7.18,55.15,115.61,8.0
1.99,4.00,0.00,0.00,0.00,44.62,0.00,3.74,10.99,2.00,2.00,0.00,0.00,0.00,69.15,0.00,39.43,5.00,13.30,6.9,55.57,117.81,5.1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,19.84,62.50,0.0
0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.50,3.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,3.07,0.94,21.48,76.31,-2.2
0.00,1.50,0.00,0.00,0.00,6.50,0.00,1.88,6.75,0.00,0.00,0.00,0.00,0.00,7.88,0.00,1.50,0.00,2.18,1.28,21.87,87.58,0.7
0.00,1.88,0.00,0.00,0.00,9.12,0.00,1.97,12.19,0.00,0.00,0.00,0.00,0.00,11.97,0.00,1.88,0.00,2.25,2.45,22.97,97.89,6.0
0.00,1.97,0.00,0.00,0.00,11.28,1.50,1.99,15.55,0.00,0.00,0.00,0.00,0.00,27.49,0.00,3.47,1.50,3.03,2.95,25.24,101.97,7.2
1.00,1.98,0.00,0.00,0.00,11.64,1.75,2.00,18.77,0.00,0.00,0.00,0.00,0.00,33.75,0.00,4.73,1.75,4.46,1.71,26.62,103.99,3.3
1.50,1.99,0.00,0.00,0.00,14.82,2.88,5.00,23.39,0.00,0.00,0.00,0.00,0.00,37.87,0.00,5.37,1.88,3.94,2.99,27.31,105.99,5.0
2.75,2.00,0.00,0.00,0.00,16.41,3.44,6.50,25.69,0.00,0.00,0.00,0.00,0.00,44.94,0.00,6.68,1.94,4.96,2.32,28.66,109.00,0.5
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.0,19.92,67.25,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.0,20.96,70.62,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,2.0,21.48,76.31,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,2.0,21.87,87.58,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,2.0,21.93,93.79,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,2.0,22.97,97.89,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,2.0,24.48,99.95,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.99,2.0,25.24,101.97,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,26.62,103.99,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,27.31,105.99,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,28.66,109.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,44.62,61.68,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.0,49.31,62.84,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.0,51.65,66.42,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,1.0,53.83,68.21,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,1.0,55.46,75.05,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,1.0,55.73,76.53,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.98,1.0,55.86,80.26,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,1.0,55.93,82.13,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.97,85.07,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,40.95,44.20,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.68,1.53,49.37,50.28,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,1.53,57.92,56.53,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,1.53,61.48,59.13,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,1.53,62.74,61.57,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,0.00,0.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.0,1.00,3.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.0,2.50,4.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,1.0,5.25,6.25,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,1.0,7.62,10.12,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,1.0,11.91,21.03,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.98,1.0,13.95,24.52,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,1.0,14.98,26.26,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,16.49,29.13,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.81,1.81,17.62,31.28,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,3.21,1.81,17.81,33.64,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,3.42,1.81,17.91,36.82,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,3.52,1.81,19.95,40.41,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,3.57,1.81,22.98,42.21,0.0
0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,2.71,0.9,30.94,52.76,0.0
0.00,1.88,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,0.00,2.00,1.91,0.9,33.62,60.10,0.0
0.00,1.94,0.00,0.00,0.00,0.00,1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.81,0.00,0.00,2.00,1.86,0.9,34.81,62.05,0.0
0.00,1.97,0.00,0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.91,0.00,0.00,2.00,1.83,0.9,35.40,63.02,0.0
0.00,1.98,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.95,0.00,0.00,2.00,1.81,0.9,36.70,64.51,0.0
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,3.79,2.7,53.83,68.21,-0.4
0.00,0.00,0.00,0.00,0.00,15.56,0.00,0.00,13.92,0.00,0.00,0.00,0.00,0.00,17.83,0.00,18.22,5.36,8.75,4.04,55.97,85.07,0.0
0.00,0.00,0.00,0.00,0.00,16.78,0.00,0.00,14.96,0.00,0.00,0.00,0.00,0.00,19.91,0.00,19.11,5.68,8.42,5.46,55.98,88.53,6.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0,0.00,0.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.0,0.00,1.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,3.36,1.00,3.50,3.5
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.61,3.36,6.50,8.75,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,6.16,3.15,9.25,12.38,1.5
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,6.23,3.15,14.62,15.19,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,0.00,6.27,3.29,19.31,19.59,2.1
0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,4.94,0.00,0.00,0.00,0.00,0.00,3.00,0.00,7.62,0.00,6.42,4.01,21.66,24.80,4.8
0.00,0.00,0.00,0.00,0.00,7.50,0.00,1.00,7.47,0.00,0.00,0.00,0.00,0.00,4.50,0.00,8.81,1.00,7.22,2.38,22.83,27.40,-4.1
0.00,1.00,0.00,0.00,0.00,12.75,0.00,1.50,8.73,0.00,0.00,0.00,0.00,0.00,7.25,0.00,9.41,1.50,5.99,3.22,24.41,29.70,1.5
0.00,1.50,0.00,0.00,0.00,15.38,0.00,1.75,9.37,0.00,0.00,0.00,0.00,0.00,8.62,0.00,10.70,1.75,6.22,3.22,26.21,31.85,0.0
0.00,1.98,0.00,0.00,0.00,21.42,1.50,1.99,15.98,0.00,0.00,0.00,0.00,0.00,10.96,0.00,20.46,1.99,7.26,3.54,31.26,47.31,0.0
0.00,2.00,0.00,0.00,0.00,23.85,2.88,2.00,22.00,0.00,0.00,0.00,0.00,0.00,15.74,0.00,24.61,2.00,7.81,4.23,26.81,50.33,0.0
0.00,2.00,0.00,0.00,0.00,24.93,3.44,2.00,24.00,0.00,0.00,0.00,0.00,0.00,17.87,0.00,26.31,2.00,8.14,4.23,25.41,51.16,0.0
0.00,2.00,0.00,0.00,0.00,25.73,3.86,2.00,25.50,0.00,0.00,0.00,0.00,0.00,19.47,0.00,27.58,2.00,8.38,4.23,25.85,54.79,0.0
0.00,2.00,0.00,0.00,0.00,25.97,3.98,2.00,25.94,0.00,0.00,0.00,0.00,0.00,19.93,0.00,27.95,3.00,8.58,4.32,29.98,60.85,4.2
0.00,2.00,0.00,0.00,0.00,26.98,3.99,2.00,25.97,0.00,0.00,0.00,0.00,0.00,20.97,0.00,27.97,4.50,8.61,4.32,30.99,61.42,0.0
0.00,2.00,0.00,0.00,0.00,27.49,4.00,2.00,25.98,0.00,0.00,0.00,0.00,0.00,21.48,0.00,27.99,5.25,8.62,4.32,33.50,61.71,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,24.48,99.95,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.0,25.24,101.97,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,2.0,28.66,109.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1,24.48,99.95,0.7
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.10,2.13,25.24,101.97,3.2
0.00,1.50,0.00,0.00,0.00,10.75,0.00,1.50,0.00,0.00,1.50,0.00,0.00,1.00,5.75,0.00,1.75,0.00,2.79,1.32,27.31,105.99,-0.6
0.00,1.75,0.00,0.00,0.00,12.38,0.00,1.75,0.00,0.00,1.75,0.00,0.00,1.50,8.88,0.00,1.88,0.00,2.71,1.52,28.66,109.00,0.7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,50.46,89.34,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.0,2.00,1.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,4.0,5.00,2.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.0,8.50,4.25,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,4.0,10.25,7.12,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.75,4.0,13.12,9.56,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.88,4.0,14.56,11.78,0.0
