A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,advPG,advCG,teamPos,advPos,home,realScore
0.00,1.42,0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.00,0.00,-4.09,0.8,5.00,0.00,0.00,5.00,6,20,1,-2.0
0.00,0.00,0.00,0.00,0.00,1.42,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,3.12,1.3,0.00,5.00,5.00,0.00,10,17,0,2.2
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,1.26,5.00,5.00,5.00,5.00,10,12,1,1.4
1.42,1.42,0.00,0.00,0.00,3.76,2.38,4.72,3.55,0.96,0.96,0.00,0.00,0.00,5.22,0.00,7.31,0.00,31.74,2.75,5.00,5.00,5.00,5.00,8,11,1,7.2
0.96,0.96,0.00,0.00,0.00,3.96,1.62,4.37,5.25,0.66,0.66,0.00,0.00,0.00,6.13,0.00,6.37,0.00,24.78,1.96,5.00,0.00,0.00,5.00,7,5,0,1.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,2.00,1.00,1.00,2.00,5,13,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,5.00,5.00,5.00,5.00,4,18,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,20.00,5.00,5.00,20.00,2,9,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,5.00,5.00,5.00,5.00,9,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,0.00,15.00,15.00,0.00,12,15,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,5.00,0.00,0.00,5.00,10,20,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,1.17,0.00,2.34,1.18,5.00,5.00,5.00,5.00,12,5,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.66,0.00,1.32,1.18,5.00,5.00,5.00,5.00,11,13,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,5.00,0.00,0.00,5.00,8,7,1,0.0
0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,0.81,5.00,20.00,20.00,5.00,12,7,1,-0.5
0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,0.81,5.00,10.00,10.00,5.00,13,1,0,0.0
0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.81,5.00,5.00,5.00,5.00,15,19,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,5.00,5.00,0.00,16,12,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,5.00,5.00,5.00,5.00,17,4,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,10.00,5.00,5.00,10.00,16,15,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,5.00,5.00,5.00,5.00,15,20,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,10.00,0.00,0.00,10.00,14,10,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,5.00,5.00,5.00,5.00,14,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,5.00,0.00,0.00,5.00,13,10,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,5.00,5.00,0.00,14,12,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,10.00,0.00,0.00,10.00,14,5,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,1.00,4.00,4.00,1.00,18,3,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,5.00,5.00,5.00,5.00,20,11,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,0.00,15.00,15.00,0.00,20,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,5.00,5.00,5.00,5.00,20,14,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,0.00,5.00,5.00,0.00,20,8,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,10.00,5.00,5.00,10.00,18,8,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,5.00,0.00,0.00,5.00,15,13,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,10.00,5.00,5.00,10.00,15,17,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,5.00,5.00,5.00,5.00,15,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.0,0.00,0.00,0.00,0.00,13,17,1,0.0
0.00,0.00,0.00,0.00,0.00,2.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.84,0.00,0.00,0.00,-2.27,3.56,5.00,0.00,0.00,5.00,15,13,0,-1.6
0.00,0.00,0.00,0.00,0.00,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.34,0.00,0.00,0.00,-1.87,3.56,5.00,20.00,20.00,5.00,14,2,1,0.0
0.00,0.00,0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.92,0.00,0.00,0.00,-1.54,3.56,10.00,0.00,0.00,10.00,14,6,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0,2.00,1.00,1.00,2.00,5,13,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0,5.00,5.00,5.00,5.00,4,18,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0,5.00,5.00,5.00,5.00,7,10,0,0.0
1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,4.26,0.00,1.42,0.00,19.31,6.2,20.00,5.00,5.00,20.00,2,9,1,13.6
1.17,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,4.93,0.00,1.17,0.00,14.78,4.13,10.00,15.00,15.00,10.00,5,18,1,-0.8
0.96,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.96,0.00,0.00,0.00,4.05,0.00,0.96,0.00,12.12,4.13,5.00,5.00,5.00,5.00,9,2,0,0.0
0.66,0.00,0.00,0.00,0.00,0.79,1.42,1.42,1.42,0.00,0.66,0.00,0.00,0.00,9.87,0.00,3.50,0.00,14.02,4.75,5.00,0.00,0.00,5.00,10,20,1,4.0
0.00,0.00,0.00,0.00,0.00,5.68,2.21,2.21,2.21,0.00,0.00,0.00,0.00,0.00,9.13,0.00,1.58,0.00,2.32,3.93,15.00,10.00,10.00,15.00,10,7,1,-0.1
0.00,0.00,0.00,0.00,0.00,6.18,0.96,0.96,2.13,0.00,0.00,0.00,0.00,0.00,4.67,0.00,2.34,0.00,2.00,4.32,5.00,5.00,5.00,5.00,11,13,1,0.0
0.00,0.00,0.00,0.00,0.00,4.22,0.66,0.66,1.45,0.00,0.00,0.00,0.00,0.00,2.11,0.00,1.58,0.00,1.67,4.32,0.00,5.00,5.00,0.00,10,18,0,0.0
0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.66,0.00,1.32,0.00,1.45,4.32,5.00,20.00,20.00,5.00,12,7,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,5.00,10.00,10.00,5.00,13,1,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,5.00,5.00,0.00,14,6,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,5.00,5.00,5.00,5.00,15,19,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,0.00,14,6,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.76,15.00,5.00,5.00,15.00,12,16,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.76,0.00,15.00,15.00,0.00,15,9,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.76,5.00,10.00,10.00,5.00,16,9,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.76,0.00,5.00,5.00,0.00,16,12,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.76,5.00,5.00,5.00,5.00,17,4,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.93,0.00,0.00,0.00,-1.48,3.45,5.00,5.00,5.00,5.00,16,12,0,-0.3
0.00,0.00,0.00,0.00,0.00,4.26,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,5.47,0.00,1.42,0.00,-0.51,3.55,10.00,0.00,0.00,10.00,14,10,1,0.5
0.00,0.00,0.00,0.00,0.00,4.93,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,5.92,0.00,1.17,0.00,-1.55,3.35,5.00,10.00,10.00,5.00,14,19,0,-0.8
0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.00,0.96,0.00,-1.29,3.35,5.00,5.00,5.00,5.00,14,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,-0.53,3.35,5.00,5.00,5.00,5.00,14,8,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,0.00,5.00,5.00,0.00,14,12,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,10.00,0.00,0.00,10.00,14,5,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,0.00,5.00,5.00,0.00,14,1,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,0.00,0.00,0.00,0.00,15,17,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00,0.00,-0.14,3.38,2.00,1.00,1.00,2.00,6,14,1,-0.1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,5.68,0.00,0.00,0.00,0.00,1.42,3.51,0.00,1.42,0.00,4.14,3.62,20.00,0.00,0.00,20.00,1,20,0,3.0
0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.79,10.19,0.00,0.00,0.00,0.00,0.96,3.54,0.00,3.30,0.00,10.54,4.4,5.00,5.00,5.00,5.00,4,18,1,1.0
0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.66,8.38,0.00,0.00,0.00,0.00,0.79,2.94,0.00,2.71,0.00,8.66,4.02,5.00,0.00,0.00,5.00,2,6,1,0.0
1.17,0.00,0.00,0.00,0.00,2.59,3.25,0.00,4.73,0.00,1.42,0.00,0.00,0.00,1.83,0.00,5.33,0.00,29.63,7.39,5.00,10.00,10.00,5.00,7,8,0,11.7
0.79,0.00,0.00,0.00,0.00,4.59,1.75,4.01,1.96,0.00,0.96,0.00,0.00,0.00,9.98,0.00,2.71,0.00,16.69,5.43,0.00,5.00,5.00,0.00,8,1,0,-0.6
0.66,0.00,0.00,0.00,0.00,3.79,1.45,3.30,1.62,0.00,0.79,0.00,0.00,0.00,8.22,0.00,2.24,0.00,13.81,5.38,5.00,5.00,5.00,5.00,9,14,1,0.0
0.00,0.00,0.00,0.00,0.00,2.58,2.08,2.71,2.21,0.00,0.66,0.00,0.00,1.42,7.63,0.00,1.32,0.00,8.74,5.44,0.00,0.00,0.00,0.00,9,15,1,0.9
0.00,0.00,0.00,0.00,0.00,1.58,1.17,2.24,1.83,0.00,0.00,0.00,0.00,1.17,6.31,0.00,0.00,0.00,0.84,5.44,0.00,5.00,5.00,0.00,10,17,0,0.0
0.00,0.00,0.00,0.00,0.00,1.32,0.96,1.32,0.96,0.00,0.00,0.00,0.00,0.96,5.02,0.00,0.00,0.00,0.04,5.2,10.00,0.00,0.00,10.00,8,10,1,-0.3
0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.79,0.00,0.00,0.00,0.00,0.79,1.96,0.00,0.00,0.00,0.36,5.2,5.00,15.00,15.00,5.00,9,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.66,2.84,0.66,0.00,0.00,0.00,0.00,0.66,1.62,0.00,0.00,0.00,2.58,5.38,10.00,0.00,0.00,10.00,8,6,1,1.6
0.00,0.00,0.00,0.00,0.00,1.42,0.00,2.34,1.42,0.00,0.00,0.00,0.00,0.00,3.63,0.00,0.00,0.00,0.78,4.92,20.00,5.00,5.00,20.00,7,12,0,-0.6
0.00,0.00,0.00,0.00,0.00,1.17,0.00,1.92,1.17,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.42,0.00,2.77,5.3,0.00,0.00,0.00,0.00,7,18,1,1.5
0.00,0.00,0.00,0.00,0.00,0.96,0.00,3.00,5.22,1.42,0.00,0.00,0.00,0.00,4.76,0.00,1.17,0.00,9.12,5.88,5.00,10.00,10.00,5.00,7,13,0,4.7
0.00,0.00,0.00,0.00,0.00,0.79,0.00,2.49,4.30,1.17,0.00,0.00,0.00,0.00,5.34,0.00,2.38,0.00,9.22,5.29,0.00,5.00,5.00,0.00,7,4,1,1.2
0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.96,3.54,0.96,0.00,0.00,0.00,0.00,5.83,0.00,1.96,0.00,6.28,5.0,0.00,5.00,5.00,0.00,8,9,0,-0.3
0.00,0.00,0.00,0.00,0.00,2.84,0.00,0.66,1.98,0.66,0.00,0.00,0.00,0.00,7.08,0.00,0.79,0.00,1.14,4.66,5.00,5.00,5.00,5.00,8,6,1,-1.6
0.00,0.00,0.00,0.00,0.00,3.09,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,5.71,0.00,0.00,0.00,-2.67,4.78,0.00,5.00,5.00,0.00,10,3,0,0.0
0.00,0.00,0.00,0.00,0.00,2.54,0.00,0.00,5.22,0.00,0.00,0.00,0.00,0.00,7.00,0.00,1.42,0.00,1.37,5.23,10.00,5.00,5.00,10.00,8,19,1,2.4
0.00,0.00,0.00,0.00,0.00,3.53,0.00,0.00,8.56,0.00,0.00,0.00,0.00,1.42,5.24,0.00,2.59,0.00,4.12,5.16,5.00,5.00,5.00,5.00,8,3,1,2.0
0.00,0.00,0.00,0.00,0.00,1.83,2.84,1.42,9.89,0.00,0.00,0.00,0.00,1.17,3.24,0.00,3.55,0.00,12.34,5.9,0.00,0.00,0.00,0.00,9,13,0,5.7
0.00,0.00,0.00,0.00,0.00,0.96,3.76,2.59,10.43,0.00,0.00,0.00,0.00,0.96,4.42,0.00,2.92,0.00,13.89,5.33,0.00,15.00,15.00,0.00,11,2,1,2.4
0.00,0.00,0.00,0.00,0.00,4.30,2.11,2.41,3.86,0.00,0.00,0.00,0.00,0.00,2.54,0.00,3.04,0.00,8.04,5.14,10.00,5.00,5.00,10.00,11,12,1,1.0
0.00,0.00,0.00,0.00,0.00,3.54,0.66,1.45,4.95,0.00,0.00,0.00,0.00,0.00,2.11,0.00,1.96,0.00,4.96,5.14,0.00,5.00,5.00,0.00,12,14,0,1.0
0.00,0.00,0.00,0.00,0.00,0.79,1.42,0.00,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,0.00,6.29,5.45,0.00,5.00,5.00,0.00,13,7,0,3.2
0.00,0.00,0.00,0.00,0.00,1.17,0.96,1.17,11.47,0.00,1.17,0.00,0.00,0.00,2.59,0.00,3.80,0.00,21.52,5.9,0.00,5.00,5.00,0.00,12,7,0,4.7
0.00,0.00,0.00,0.00,0.00,0.96,2.21,0.96,11.19,0.00,0.96,0.00,0.00,0.00,3.55,0.00,4.55,0.00,21.97,5.74,0.00,0.00,0.00,0.00,12,16,1,3.4
0.00,0.00,0.00,0.00,0.00,0.79,1.83,0.79,12.05,0.00,0.79,0.00,0.00,0.00,2.92,0.00,3.75,0.00,19.53,5.36,0.00,5.00,5.00,0.00,13,4,0,1.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,4.51,2.00,3.00,3.00,2.00,11,7,0,0.5
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.16,3.28,5.00,0.00,0.00,5.00,10,8,1,-0.3
0.00,1.42,0.00,0.00,0.00,1.42,1.17,3.76,8.81,0.00,1.17,0.00,0.00,0.00,7.31,0.00,1.17,0.00,14.19,5.38,0.00,0.00,0.00,0.00,12,18,1,-0.3
0.00,1.17,0.00,0.00,0.00,1.17,0.96,4.51,12.94,0.00,0.96,0.00,0.00,0.00,6.01,0.00,2.38,0.00,17.75,6.31,10.00,0.00,0.00,10.00,8,10,0,4.3
0.00,0.96,0.00,0.00,0.00,0.96,0.79,3.71,11.52,0.00,0.79,0.00,0.00,0.00,4.95,0.00,4.80,0.00,19.31,6.56,5.00,0.00,0.00,5.00,3,4,1,3.5
0.00,0.79,0.00,0.00,0.00,0.79,0.66,3.07,9.49,0.00,0.66,0.00,0.00,0.00,3.56,0.00,3.96,0.00,16.17,6.56,10.00,0.00,0.00,10.00,3,12,1,0.0
0.00,0.66,0.00,0.00,0.00,0.66,0.00,1.45,6.76,0.00,0.00,0.00,0.00,0.00,1.32,0.00,2.71,0.00,6.56,6.56,0.00,0.00,0.00,0.00,5,14,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,0.00,5.60,6.56,0.00,5.00,5.00,0.00,8,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,2.31,6.56,5.00,0.00,0.00,5.00,5,19,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.00,1.42,0.00,1.42,0.00,2.41,6.01,5.00,5.00,5.00,5.00,5,3,1,1.7
1.42,0.00,0.00,0.00,0.00,1.42,0.00,1.42,6.85,0.00,0.00,0.00,0.00,0.00,2.59,0.00,2.59,0.00,14.06,7.34,15.00,5.00,5.00,15.00,4,14,0,8.5
1.17,0.00,0.00,0.00,0.00,1.17,0.00,1.17,8.48,0.00,0.00,0.00,0.00,0.00,2.13,0.00,3.55,0.00,15.13,6.58,5.00,5.00,5.00,5.00,5,2,1,2.5
0.96,0.00,0.00,0.00,0.00,0.96,0.00,0.96,6.97,0.00,0.00,0.00,0.00,0.00,1.75,0.00,2.92,0.00,12.43,6.58,0.00,0.00,0.00,0.00,6,8,0,0.0
0.79,0.00,0.00,0.00,0.00,0.79,1.42,2.21,11.42,0.00,0.00,0.00,0.00,0.00,2.87,0.00,5.25,0.00,19.75,7.44,10.00,0.00,0.00,10.00,6,9,1,6.7
1.42,0.00,0.00,0.00,0.00,0.00,3.80,3.80,8.00,0.00,0.00,0.00,0.00,0.00,3.80,0.00,5.42,0.00,25.69,8.68,5.00,0.00,0.00,5.00,4,7,1,12.4
1.17,0.00,0.00,0.00,0.00,2.84,4.55,4.55,8.34,0.00,0.00,0.00,0.00,0.00,5.97,0.00,9.60,0.00,30.31,8.17,10.00,10.00,10.00,10.00,4,12,1,7.4
0.96,0.00,0.00,0.00,0.00,2.34,5.17,5.17,9.74,0.00,0.00,0.00,0.00,0.00,6.34,0.00,7.92,0.00,28.82,7.48,0.00,5.00,5.00,0.00,5,16,0,2.7
0.79,0.00,0.00,0.00,0.00,1.92,3.71,3.71,5.84,0.00,0.00,0.00,0.00,0.00,4.67,0.00,5.42,0.00,20.06,7.48,10.00,5.00,5.00,10.00,5,8,1,0.0
0.66,0.00,0.00,0.00,0.00,1.58,3.07,3.07,4.82,0.00,0.00,0.00,0.00,0.00,3.86,0.00,4.48,0.00,16.62,7.48,5.00,0.00,0.00,5.00,4,20,0,0.0
0.00,0.00,0.00,0.00,0.00,1.32,1.45,1.45,2.90,0.00,0.00,0.00,0.00,0.00,2.11,0.00,2.64,0.00,7.02,6.97,5.00,0.00,0.00,5.00,4,13,1,0.0
0.00,0.00,0.00,0.00,0.00,1.42,0.66,3.50,7.00,0.00,0.00,0.00,0.00,0.00,6.34,0.00,0.00,0.00,4.48,7.25,0.00,0.00,0.00,0.00,4,8,0,1.9
0.00,0.00,0.00,0.00,0.00,1.17,0.00,2.34,10.36,0.00,0.00,0.00,0.00,0.00,6.10,0.00,0.00,0.00,4.64,7.17,10.00,10.00,10.00,10.00,4,9,1,1.7
0.00,0.00,0.00,0.00,0.00,5.34,2.13,5.79,18.12,0.00,0.00,0.00,0.00,0.00,6.02,0.00,2.38,0.00,15.34,7.69,5.00,10.00,10.00,5.00,4,17,1,3.7
0.00,0.00,0.00,0.00,0.00,6.68,3.17,3.67,15.62,0.00,0.00,0.00,0.00,0.00,4.21,0.00,6.22,0.00,19.28,7.93,0.00,0.00,0.00,0.00,6,3,1,5.4
0.00,0.00,0.00,0.00,0.00,5.50,2.62,4.45,10.70,0.00,0.00,0.00,0.00,0.00,2.92,0.00,5.13,0.00,16.12,7.28,5.00,10.00,10.00,5.00,7,18,0,0.8
0.00,0.00,0.00,0.00,0.00,4.56,3.04,3.15,8.61,0.00,1.42,0.00,0.00,0.00,3.83,0.00,3.67,0.00,23.91,8.69,5.00,20.00,20.00,5.00,8,1,0,9.4
0.00,0.00,0.00,0.00,0.00,3.00,1.96,0.96,7.47,0.00,1.17,0.00,0.00,1.42,4.04,0.00,3.03,0.00,17.34,7.17,15.00,10.00,10.00,15.00,6,14,1,-0.8
0.00,0.00,0.00,0.00,0.00,0.96,0.79,2.08,4.34,0.00,0.79,0.00,0.00,0.96,1.75,0.00,1.42,0.00,11.75,7.68,0.00,0.00,0.00,0.00,8,6,1,2.8
0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.96,3.58,0.00,0.00,0.00,0.00,0.66,1.83,0.00,0.96,0.00,2.79,0.0,15.00,0.00,0.00,15.00,7,20,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,5.25,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.79,0.00,4.15,0.0,5.00,10.00,10.00,5.00,8,13,0,1.0
0.00,0.00,0.00,0.00,0.00,1.42,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,8.44,0.00,10.00,10.00,0.00,11,3,0,0.2
1.17,0.00,0.00,0.00,0.00,2.21,2.13,1.75,4.97,0.00,0.00,0.00,0.00,0.00,6.85,0.00,0.96,0.00,10.16,8.67,5.00,10.00,10.00,5.00,12,4,0,0.2
0.96,1.42,0.00,0.00,0.00,3.25,1.75,2.87,8.35,0.00,0.00,0.00,0.00,0.00,5.63,0.00,2.21,0.00,10.34,8.77,5.00,0.00,0.00,5.00,6,20,1,1.4
