A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,advPG,advCG,teamPos,advPos,home,realScore
0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,-0.03,1.24,2.71,1.21,0.77,1.81,11,17,1,0.0
0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,-0.01,1.24,2.35,0.60,1.17,2.47,10,16,0,0.0
0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,-0.01,1.24,2.18,0.30,0.23,2.34,10,12,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.24,2.04,1.58,1.27,2.06,10,4,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.24,3.02,2.79,0.57,2.26,10,19,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.24,3.51,3.39,2.48,2.37,10,8,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.24,1.84,3.21,4.34,1.66,10,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.24,0.92,4.61,3.76,1.46,10,11,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.24,1.46,3.30,1.96,3.07,9,10,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.0,4.73,4.65,2.59,2.70,9,8,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.0,4.37,3.33,4.13,2.28,10,9,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.0,3.18,3.66,1.55,4.23,10,3,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.13,0.00,0.00,0.00,0.00,1,20,1,2.9
0.00,0.00,0.00,0.00,0.00,0.50,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,1.45,4.62,2.50,0.50,1.00,1.00,5,14,0,-0.8
0.00,0.00,0.00,0.00,0.00,1.25,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.25,1.25,0.00,0.00,0.00,-0.08,4.62,1.25,0.25,0.75,0.25,11,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.16,0.00,1.12,2.06,0.00,0.00,0.00,0.00,0.03,0.16,0.00,0.00,0.00,1.79,4.48,0.91,3.78,0.88,2.28,17,20,0,0.0
0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.14,0.26,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.22,4.48,2.11,3.47,2.48,1.79,17,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,2.64,1.00,4.00,2.00,1.00,20,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,2.64,1.50,4.00,2.00,1.50,20,11,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,2.64,1.75,3.00,1.50,0.75,20,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,2.64,0.88,4.50,0.38,1.00,20,17,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,2.64,1.44,3.25,3.25,2.12,20,14,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,2.64,0.86,2.31,2.94,0.25,18,8,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.64,2.21,1.08,1.76,0.47,16,10,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.64,2.11,2.54,1.79,2.15,15,17,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.64,1.63,0.53,4.34,3.20,14,2,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.64,1.82,4.27,3.60,1.36,14,6,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.64,2.91,2.13,2.51,1.90,15,16,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,1.45,2.07,2.19,0.52,15,6,1,2.0
0.00,0.00,0.00,0.00,0.00,1.00,1.50,2.00,1.00,0.00,1.00,0.00,0.00,1.50,0.50,0.00,0.00,0.00,10.50,2.27,2.36,2.52,1.04,1.82,13,9,1,-1.0
0.00,0.00,0.00,0.00,0.00,4.50,1.75,2.00,0.50,0.00,0.50,0.00,0.00,2.75,0.25,0.00,0.00,0.00,4.25,2.27,2.18,2.26,0.80,3.24,13,10,0,0.0
0.00,0.00,0.00,0.00,0.00,2.25,0.88,1.00,0.25,0.00,0.25,0.00,0.00,1.38,0.12,0.00,0.00,0.00,2.13,2.78,3.09,2.13,2.39,1.04,13,4,0,2.1
0.00,0.00,0.00,0.00,0.00,2.12,0.44,3.50,1.12,0.00,0.12,0.00,0.00,3.69,1.06,0.00,1.00,0.00,3.16,2.35,1.55,2.06,2.66,1.51,13,3,1,-0.5
0.00,0.00,0.00,0.00,0.00,2.06,0.22,1.75,0.56,0.00,0.06,0.00,0.00,1.84,0.53,0.00,0.50,0.00,1.08,3.35,0.77,2.03,1.47,5.61,14,19,0,5.3
0.00,0.00,0.00,0.00,0.00,3.02,1.05,2.44,0.64,0.50,0.02,0.00,0.00,0.46,3.13,0.00,0.62,0.00,3.42,4.1,1.19,0.51,1.56,2.08,11,13,1,8.7
0.00,0.00,0.00,0.00,0.00,2.25,0.76,1.61,2.16,0.12,0.50,0.00,0.00,0.12,0.78,0.00,0.16,0.00,6.51,2.97,2.30,0.63,2.91,2.39,11,15,0,1.2
0.00,0.00,0.00,0.00,0.00,2.13,0.38,1.80,4.08,0.06,0.25,0.00,0.00,0.06,2.39,0.00,0.08,0.00,4.45,2.83,2.15,1.31,4.21,1.48,11,4,1,0.2
0.00,0.00,0.00,0.00,0.00,3.03,0.10,1.45,2.02,0.02,0.06,0.00,0.00,0.01,3.10,0.00,0.02,0.00,0.41,2.61,1.04,1.83,3.24,0.42,12,2,1,0.0
0.00,0.00,0.00,0.00,0.00,1.52,0.05,0.73,1.01,0.01,0.03,0.00,0.00,0.01,1.55,0.00,0.01,0.00,0.21,3.1,1.52,2.91,1.65,3.09,11,18,0,2.0
0.00,0.00,0.00,0.00,0.00,4.76,0.02,1.36,4.51,0.00,0.02,0.00,0.00,0.00,1.77,0.00,1.00,0.00,2.10,2.26,3.76,1.46,0.92,4.61,11,10,1,-2.8
0.00,0.00,0.00,0.00,0.00,2.69,0.01,0.34,1.13,0.00,0.00,0.00,0.00,1.00,0.94,0.00,0.25,0.00,-0.87,0.0,5.44,4.86,1.73,2.10,12,6,0,2.0
0.00,0.00,0.00,0.00,0.00,2.34,0.00,0.17,5.56,0.00,0.00,0.00,0.00,0.50,0.47,0.00,0.13,0.00,1.56,0.0,2.72,3.43,0.58,3.04,12,17,1,-1.3
0.00,0.00,0.00,0.00,0.00,3.17,0.00,0.09,3.78,0.00,0.00,0.00,0.00,1.25,1.24,0.00,0.06,0.00,-0.52,0.0,2.36,1.72,3.50,2.88,13,11,0,-1.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,1.28,1.72,4.55,2.58,16,10,1,-0.4
0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,-0.40,6.76,0.64,2.86,2.60,1.78,14,8,0,11.4
0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,4.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.00,11.20,6.17,1.32,1.43,0.77,2.39,10,18,1,2.5
0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.25,2.03,0.00,0.06,0.00,0.00,0.56,1.41,0.00,0.19,0.00,0.96,5.86,2.96,0.59,2.42,2.01,8,5,0,2.7
0.00,0.00,0.00,0.00,0.00,1.34,1.00,0.12,2.02,0.00,0.03,0.00,0.00,0.28,0.70,0.00,1.09,0.00,3.18,6.71,1.48,2.29,0.40,1.45,9,16,1,5.9
0.00,0.00,0.00,0.00,0.00,0.67,1.50,2.06,1.01,1.00,0.02,0.00,0.00,0.14,0.35,0.00,0.55,0.00,7.49,7.62,1.74,2.15,2.76,2.89,8,11,1,8.5
0.00,0.00,0.00,0.00,0.00,2.34,2.75,1.03,2.50,0.50,1.01,0.00,0.00,3.07,0.18,0.00,0.27,0.00,12.25,6.41,3.87,2.07,1.32,2.29,8,2,0,0.7
0.00,1.00,0.00,0.00,0.00,3.08,0.69,1.76,3.13,0.12,0.25,0.00,0.00,0.77,0.04,0.00,0.07,0.00,2.11,6.72,0.97,3.02,3.47,1.47,10,20,1,2.9
0.00,0.50,0.00,0.00,0.00,1.54,2.34,0.88,4.56,0.06,0.13,0.00,0.00,0.38,2.02,0.00,0.03,0.00,3.96,6.15,2.48,3.51,1.24,1.67,11,13,0,0.0
0.00,0.25,0.00,0.00,0.00,0.77,1.17,0.44,2.28,0.03,0.06,0.00,0.00,0.19,1.01,0.00,0.02,0.00,1.98,8.93,2.24,3.75,3.78,3.82,9,16,0,14.5
0.00,1.12,0.00,0.00,0.00,1.39,1.59,0.22,2.14,0.02,2.03,0.00,0.00,1.10,0.51,0.00,0.01,0.00,15.49,8.2,4.12,3.88,2.07,2.07,9,15,1,7.6
1.00,0.56,0.00,0.00,0.00,1.69,1.79,2.11,4.07,0.01,1.02,0.00,0.00,1.55,1.25,0.00,0.00,0.00,15.34,7.14,4.06,2.94,3.75,1.58,9,12,1,1.2
0.50,0.28,0.00,0.00,0.00,0.85,0.90,2.05,5.04,0.00,0.51,0.00,0.00,2.77,0.63,0.00,0.00,0.00,8.87,7.46,2.03,1.47,2.90,3.93,11,5,0,2.8
0.25,0.14,0.00,0.00,0.00,4.42,2.45,3.03,3.52,0.00,0.25,0.00,0.00,2.39,1.31,0.00,1.00,0.00,7.24,7.77,1.02,1.73,3.37,3.19,13,1,1,4.1
0.12,0.07,0.00,0.00,0.00,4.21,2.22,2.51,1.76,0.00,0.13,0.00,0.00,1.19,0.66,0.00,2.50,0.00,7.72,7.42,0.51,1.87,2.88,2.27,12,6,0,2.1
0.06,0.04,0.00,0.00,0.00,3.11,1.11,1.26,0.88,0.00,0.06,0.00,0.00,1.60,1.33,0.00,3.25,0.00,5.96,7.58,1.25,0.93,1.22,2.23,13,17,0,2.7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,0.00,0.00,0.00,0.00,1,20,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,5.00,1.00,1.00,0.00,2,7,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,2.50,0.50,1.00,1.00,5,14,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,1.25,0.25,0.75,0.25,11,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,1.81,3.56,2.44,2.88,17,5,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,0.91,3.78,0.88,2.28,17,20,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,2.23,0.95,1.15,3.06,16,11,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,2.11,3.47,2.48,1.79,17,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,1.06,2.74,1.79,2.23,17,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,0.26,3.18,4.30,1.67,18,5,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,2.51,0.47,1.63,0.73,17,19,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,1.25,0.24,2.29,1.42,13,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,3.63,0.12,1.40,2.96,16,12,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,2.81,2.06,2.89,1.11,15,5,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,1.85,2.51,1.81,0.79,14,5,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,1.93,4.25,1.45,0.56,11,10,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,3.96,3.13,0.29,3.50,10,20,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,4.98,1.56,1.79,2.03,11,8,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,5.25,0.89,3.14,4.10,8,19,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,6.62,0.45,1.67,4.65,8,4,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,3.66,1.11,3.06,2.63,9,3,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,2.83,2.56,4.32,1.99,7,9,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,3.41,1.28,2.07,2.56,8,14,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,2.71,1.64,1.43,1.55,7,19,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,3.35,1.82,1.44,1.04,7,12,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,3.34,2.45,3.63,0.08,7,2,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,0.00,0.00,0.00,0.00,1,20,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,5.00,1.00,1.00,0.00,2,7,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,2.50,0.50,1.00,1.00,5,14,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,1.25,0.25,0.75,0.25,11,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,1.62,3.12,3.12,2.50,15,3,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,1.81,3.56,2.44,2.88,17,5,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,0.45,1.89,0.97,2.47,13,18,1,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,2.23,0.95,1.15,3.06,16,11,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,2.11,3.47,2.48,1.79,17,2,0,3.1
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,3.10,3.38,1.06,2.74,1.79,2.23,17,3,1,1.2
0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,3.50,0.00,0.00,0.00,0.00,0.00,3.50,0.00,1.50,0.00,2.75,3.32,0.53,2.37,3.85,3.75,19,9,0,0.8
0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.50,4.75,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.75,0.00,2.17,3.32,0.26,3.18,4.30,1.67,18,5,1,0.0
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.38,1.19,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.19,0.00,0.54,3.32,2.07,3.80,2.25,1.66,18,10,1,0.0
0.00,0.00,0.00,0.00,0.00,1.25,1.00,0.09,1.30,0.00,1.00,0.00,0.00,0.00,2.11,0.00,0.05,0.00,8.74,3.81,5.02,0.95,5.52,1.84,18,7,0,1.9
0.00,0.00,0.00,0.00,0.00,1.62,1.50,0.05,3.65,0.00,0.50,0.00,0.00,0.00,2.05,0.00,0.02,0.00,6.27,3.92,2.51,0.47,1.63,0.73,17,19,0,2.4
0.00,0.00,0.00,0.00,0.00,0.81,1.75,1.02,3.82,0.00,0.25,0.00,0.00,0.00,8.03,0.00,1.01,0.00,5.53,5.59,1.25,0.24,2.29,1.42,13,3,1,11.4
1.00,0.00,0.00,0.00,0.00,0.41,2.88,1.51,4.91,0.00,0.12,0.00,0.00,2.00,5.01,0.00,2.51,0.00,14.17,5.59,3.63,0.12,1.40,2.96,16,12,0,0.0
0.25,0.00,0.00,0.00,0.00,0.10,3.72,1.38,4.23,0.00,0.03,0.00,0.00,0.50,4.25,0.00,1.63,0.00,10.04,4.67,3.41,2.03,0.57,2.89,10,14,1,3.2
0.12,0.00,0.00,0.00,0.00,1.05,2.86,0.69,4.11,0.00,0.02,0.00,0.00,0.25,2.13,0.00,1.81,0.00,8.22,5.03,3.70,1.01,3.00,1.02,13,3,0,4.6
0.03,1.00,0.00,0.00,0.00,1.26,2.21,0.17,5.03,0.00,0.00,0.00,0.00,0.06,3.53,0.00,2.45,0.00,5.46,4.37,1.93,4.25,1.45,0.56,11,10,1,0.3
0.02,0.50,0.00,0.00,0.00,1.63,2.11,0.09,3.51,0.00,0.00,0.00,0.00,0.03,4.77,0.00,1.23,0.00,3.03,4.25,3.96,3.13,0.29,3.50,10,20,1,-0.1
0.00,0.12,0.00,0.00,0.00,1.41,1.53,1.02,1.38,0.00,0.00,0.00,0.00,1.01,6.19,0.00,1.31,0.00,2.01,4.47,2.49,1.78,0.67,0.88,10,13,1,1.5
0.00,0.02,0.00,0.00,0.00,0.43,0.19,0.13,1.42,0.00,0.00,0.00,0.00,0.13,1.77,0.00,0.41,0.00,0.83,4.42,3.31,0.22,0.79,1.73,8,15,1,1.1
0.00,0.00,0.00,0.00,0.00,1.11,0.05,0.03,2.86,0.00,0.00,0.00,0.00,0.03,3.94,0.00,1.60,0.00,2.16,4.48,2.83,2.56,4.32,1.99,7,9,1,0.0
0.00,0.00,0.00,0.00,0.00,0.55,0.02,0.02,1.43,0.00,0.00,0.00,0.00,0.02,1.97,0.00,0.80,0.00,1.08,4.54,3.41,1.28,2.07,2.56,8,14,0,2.0
0.00,0.00,0.00,0.00,0.00,0.28,1.01,1.01,0.71,0.00,0.00,0.00,0.00,0.01,0.99,0.00,0.40,0.00,2.54,5.13,2.71,1.64,1.43,1.55,7,19,0,5.2
1.00,0.00,0.00,0.00,0.00,0.14,0.51,0.50,1.36,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.20,0.00,6.47,4.28,3.35,1.82,1.44,1.04,7,12,1,0.0
0.50,0.00,0.00,0.00,0.00,0.07,0.25,0.25,0.68,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.10,0.00,3.23,5.66,2.68,0.91,1.47,0.76,7,17,1,8.2
0.25,0.00,0.00,0.00,0.00,2.03,0.13,2.13,1.34,0.00,1.00,0.00,0.00,0.00,3.37,0.00,0.05,0.00,9.82,4.41,3.34,2.45,3.63,0.08,7,2,0,0.1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,3.00,0.25,3.00,3.00,10,6,0,-4.2
0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,-4.20,3.88,1.50,1.12,1.00,2.75,7,20,1,1.0
0.00,0.50,0.00,0.00,0.00,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,-1.10,3.82,2.75,0.56,6.44,2.06,9,1,0,0.8
0.00,0.25,0.00,0.00,0.00,3.00,0.50,0.50,3.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,0.00,0.25,3.45,3.38,3.28,2.56,2.81,7,14,0,-0.6
0.00,0.12,0.00,0.00,0.00,1.50,0.25,1.25,2.50,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.50,0.00,-0.47,4.91,1.69,1.64,0.42,2.20,14,15,1,6.4
0.00,0.02,0.00,0.00,0.00,2.94,1.53,2.91,2.31,0.00,0.25,0.00,0.00,0.25,12.62,0.00,2.31,0.00,5.24,3.95,1.46,2.21,4.33,1.13,17,3,0,-1.4
0.00,0.00,0.00,0.00,0.00,1.37,0.19,1.36,0.54,0.00,1.03,0.00,0.00,0.03,5.33,0.00,0.79,0.00,8.71,4.37,3.18,4.28,1.38,4.81,18,13,0,-0.7
0.00,0.00,0.00,0.00,0.00,1.68,0.10,0.68,2.27,0.00,0.52,0.00,0.00,0.02,6.66,0.00,0.39,0.00,3.65,4.24,1.59,4.14,2.38,1.13,17,10,1,-0.5
0.00,0.00,0.00,0.00,0.00,2.42,0.02,0.67,2.57,0.00,0.13,0.00,0.00,0.00,6.67,0.00,0.10,0.00,-0.24,4.71,1.90,2.03,1.72,1.39,16,7,0,2.9
0.00,0.00,0.00,0.00,0.00,1.61,1.51,1.17,3.14,0.00,0.03,0.00,0.00,0.00,5.17,0.00,0.52,0.00,2.69,4.23,3.47,4.01,1.92,3.34,17,13,0,-0.2
0.00,1.00,0.00,0.00,0.00,2.80,0.75,1.58,3.57,0.00,0.02,0.00,0.00,0.00,4.58,0.00,1.26,0.00,1.15,3.9,2.74,4.00,1.66,0.24,16,9,1,-1.8
0.00,0.38,0.00,0.00,0.00,0.85,0.34,0.20,0.70,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.16,0.00,-0.31,3.94,3.59,5.50,2.13,2.71,19,13,1,-0.6
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,2.50,0.50,1.00,1.00,5,14,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,1.81,3.56,2.44,2.88,17,5,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,0.91,3.78,0.88,2.28,17,20,0,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,2.23,0.95,1.15,3.06,16,11,0,0.0
