A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,realScore
0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,5.3,4.07,3.86,4.5
0.00,0.00,0.00,0.00,0.00,0.39,0.25,0.02,0.39,0.02,0.00,0.00,0.00,0.00,0.38,0.00,0.25,0.00,4.7,4.25,2.74,0.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.25,0.00,0.00,2.7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.53,0.00,0.00,2.3
0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,2.00,0.00,4.16,0.00,0.00,-1.7
0.00,0.00,0.00,0.00,0.00,4.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00,1.50,4.00,0.00,1.00,0.00,12.97,0.00,2.00,25.0
1.00,0.00,0.00,0.00,0.00,4.00,3.25,1.50,3.50,0.00,2.00,0.00,0.00,2.75,5.00,0.00,1.50,0.00,9.73,4.00,3.00,-1.0
0.50,0.00,0.00,0.00,0.00,5.00,1.62,2.75,5.75,0.00,1.00,0.00,0.00,5.38,5.50,0.00,0.75,0.00,8.94,2.00,3.50,-2.4
0.25,0.00,0.00,0.00,0.00,4.50,0.81,1.38,2.88,0.00,0.50,0.00,0.00,3.69,5.75,0.00,0.38,0.00,8.66,1.00,3.75,-1.4
0.06,0.50,0.00,0.00,0.00,2.12,0.20,0.84,1.22,0.00,0.12,0.00,0.00,1.92,1.94,0.00,0.59,0.00,10.06,0.75,1.44,8.1
0.03,0.25,0.00,0.00,0.00,3.06,1.10,1.42,0.61,0.00,1.06,0.00,0.00,0.96,2.97,0.00,0.30,0.00,8.7,1.38,1.72,-0.6
